City,Year,Quarter,index_nsa,Median Household Income,Total Population,INDPRO,VIXCLS,CPI,Unemployment Rate,City GDP
New York,2016,3,253.71,58080.0,8540856.0,98.74770000000001,13.244621212121212,1.2615814208984375,4.966666666666667,1646207409.0
New York,2016,4,256.36,58856.0,8537673.0,98.70286666666668,14.034923076923077,1.2615814208984375,4.8999999999999995,1646207409.0
New York,2017,1,258.18,59361.75,8558929.25,98.76686666666666,11.714230769230769,2.136,4.633333333333333,1714074302.0
New York,2017,2,262.71,59867.5,8580185.5,100.16886666666666,11.465615384615385,2.136,4.6,1714074302.0
New York,2017,3,266.12,60373.25,8601441.75,99.82233333333333,10.950999999999999,2.136,4.7,1714074302.0
New York,2017,4,268.61,60879.0,8622698.0,101.2419,10.296153846153846,2.136,4.633333333333333,1714074302.0
New York,2018,1,272.25,61609.0,8566710.5,101.80380000000001,17.258153846153846,2.44,4.3999999999999995,1812674554.0
New York,2018,2,274.1,62339.0,8510723.0,102.98723333333334,15.334153846153846,2.44,4.1000000000000005,1812674554.0
New York,2018,3,276.66,63069.0,8454735.5,103.83946666666667,12.900692307692307,2.44,3.9,1812674554.0
New York,2018,4,276.28,63799.0,8398748.0,103.99579999999999,21.238560606060606,2.44,4.0,1812674554.0
New York,2019,1,278.78,65201.0,8383265.25,103.007,16.612265625,1.812000036239624,3.9333333333333336,1885803342.0
New York,2019,2,281.94,66603.0,8367782.5,102.41163333333333,15.160923076923078,1.812000036239624,3.7999999999999994,1885803342.0
New York,2019,3,285.39,68005.0,8352299.75,102.41573333333334,15.965075757575757,1.812000036239624,3.8666666666666667,1885803342.0
New York,2019,4,287.7,69407.0,8336817.0,101.8931,13.93840909090909,1.812000036239624,3.966666666666667,1885803342.0
New York,2020,1,289.77,68816.75,8347500.75,100.205,30.396538461538462,1.2335843963066413,4.166666666666667,1861308341.0
New York,2020,2,290.89,68226.5,8358184.5,87.45549999999999,34.501615384615384,1.2335843963066413,15.333333333333334,1861308341.0
New York,2020,3,294.65,67636.25,8368868.25,95.60816666666666,25.919469696969696,1.2335843963066413,11.200000000000001,1861308341.0
